profile,scheme,scale,renderer,scene,backdrop,component,pose,tinted,set,R,twin,ratio2Native,ratio2Web,levelNative,levelWeb,structureNative,structureWeb,rimPeakWeb,rimPeakNative,tintDeltaLWeb,tintChromaDeltaWeb,ssim,deP95,departure,departureNative
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,checkerboard-8__capsule-button__rest-tint-orange,checkerboard-8,capsule-button,active,True,probe,2.5830416044241042,9.232644732389918,8880188.037078878,8812519.332414208,0.35895789261152644,0.35120742523266985,0.031183282428002654,0.0037525449979467435,0.004533924380357268,0.06345983948181066,-0.07697277293726257,0.16422630728668242,0.9805247621628931,0.013508560318055739,0.0015410200562602705,0.0008107308142121313
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,checkerboard-8__capsule-button__rest-tint-orange,checkerboard-8,capsule-button,active,True,probe,1.104503397099455,1.334440541134623,8880188.037078878,8836878.882409776,0.35895789261152644,0.35665557386009566,0.031183282428002654,0.020938686121738107,0.025405929570811836,0.06345983948181066,-0.0733651254185248,0.16470357538222144,0.9898881450531808,0.008811896288532836,0.0008582659252447845,0.0008107308142121313
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,checkerboard__capsule-button__inactive-tint-blue,checkerboard,capsule-button,inactive,True,validation,1.0129335377532652e-06,0.00024917783049518093,30126.90223580199,1.4876902578868387,0.37988019525488426,0.41259171394418226,0.036927245346820986,0.008676541969723724,0.0014649559069239149,0.0025147345623545148,-0.04944653613318939,-1.8430701570202955e-09,0.9924776958910643,0.02550300813121666,0.0007972464821472536,0.0007685815135173853
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,checkerboard__capsule-button__inactive-tint-blue,checkerboard,capsule-button,inactive,True,validation,9.879710548691218e-07,2.2173321187169562e-05,30126.90223580199,1.4786954302640685,0.37988019525488426,0.41330642278608576,0.036927245346820986,0.09936381633363976,0.0018400260093828225,0.0025147345623545148,-0.04901692357904308,-1.8270568172786238e-09,0.9799773891713358,0.039116159075059526,0.0008496273313518427,0.0007685815135173853
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,checkerboard__capsule-button__inactive-tint-orange,checkerboard,capsule-button,inactive,True,calibration,1.0129335377532652e-06,0.00024917783049518093,30126.90223580199,1.4876902578868387,0.37988019525488426,0.41259171394418226,0.036927245346820986,0.008676541969723724,0.0014649559069239149,0.0025147345623545148,-0.04944653613318939,-1.8430701570202955e-09,0.9924776958910643,0.02550300813121666,0.0007972464821472536,0.0007685815135173853
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,checkerboard__capsule-button__inactive-tint-orange,checkerboard,capsule-button,inactive,True,calibration,9.879710548691218e-07,2.2173321187169562e-05,30126.90223580199,1.4786954302640685,0.37988019525488426,0.41330642278608576,0.036927245346820986,0.09936381633363976,0.0018400260093828225,0.0025147345623545148,-0.04901692357904308,-1.8270568172786238e-09,0.9799773891713358,0.039116159075059526,0.0008496273313518427,0.0007685815135173853
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,checkerboard__capsule-button__rest-tint-blue,checkerboard,capsule-button,active,True,validation,2.1624920000312815,6.5244689894334735,10512771.309723783,10366606.546417443,0.20239789991736037,0.1945245816737001,0.02508682992583124,0.004108593849909165,0.005522658045151063,0.06439371970766405,-0.20980075990013303,0.19319224379443317,0.9819726649727378,0.014930112339472178,0.002553631216264401,0.0010682263609522252
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,checkerboard__capsule-button__rest-tint-blue,checkerboard,capsule-button,active,True,validation,1.2459923461248432,1.3401395768821176,10512771.309723783,10383898.141273871,0.20239789991736037,0.19982941880610547,0.02508682992583124,0.016812543101640744,0.03489718198105757,0.06439371970766405,-0.2047017316314409,0.19355963939119702,0.9914756232289806,0.007240305524772109,0.0008776756826322286,0.0010682263609522252
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,checkerboard__capsule-button__rest-tint-orange,checkerboard,capsule-button,active,True,calibration,2.3504786522230625,7.716200328922222,8888504.297761297,8812443.319049202,0.360233809201503,0.3511338412572987,0.03179489607839911,0.004044495158943062,0.0023367881341470054,0.0640456951943279,-0.07702105077197752,0.16423070417255026,0.9814106360692516,0.014930112339472178,0.0016760347044318974,0.0008053896407330154
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,checkerboard__capsule-button__rest-tint-orange,checkerboard,capsule-button,active,True,calibration,1.0634057276237265,1.2504240697704005,8888504.297761297,8825213.77550037,0.360233809201503,0.3553266468853968,0.03179489607839911,0.02292146411767789,0.026660804464789245,0.0640456951943279,-0.0742606143355452,0.16449937835120873,0.9911479425104072,0.00735224135046017,0.0008588826855677081,0.0008053896407330154
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,dark-solid__capsule-button__inactive-tint-orange,dark-solid,capsule-button,inactive,True,calibration,2.3338577767845825,0.009349252724241636,0.3960898791713148,0.0005736289028345728,0.1870196846628854,0.23442042436660757,0.010659880974913542,0.0024292315999969003,0,0,0.38931283092466695,-0.0038214118957959524,0.9959872492124991,0.043728658907408784,-2.811845802737903e-05,2.454856798077612e-05
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,dark-solid__capsule-button__inactive-tint-orange,dark-solid,capsule-button,inactive,True,calibration,1.2826401428994527,0.005777847639590455,0.3960898791713148,0.0009225676764402584,0.1870196846628854,0.23420393786468988,0.010659880974913542,0.005692344240160168,0,0,0.38912299519550164,-0.0038207913470795648,0.9968314151951841,0.043728658907408784,-1.3875567934770202e-05,2.454856798077612e-05
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,dark-solid__capsule-button__rest-tint-orange,dark-solid,capsule-button,active,True,calibration,3.0609611349942356,6.668124826592566,40.38193125116314,39.95057753161167,0.2819946896394449,0.2857680112032875,0.02748919200591703,0.0032319898933249698,0.004143922786908616,0.08286152222623272,0.4416749748357437,0.14892803912868205,0.9834311466878177,0.009742581253199224,-0.001572147672246962,-0.00026497480818546724
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,dark-solid__capsule-button__rest-tint-orange,dark-solid,capsule-button,active,True,calibration,1.2990420075871234,1.2530844078922327,40.38193125116314,40.270679617525666,0.2819946896394449,0.2924454717545546,0.02748919200591703,0.01936529996939658,0.053984731343537096,0.08286152222623272,0.4468813264149166,0.1502396308075574,0.995437170634809,0.009742581253199224,-1.8331948638529595e-05,-0.00026497480818546724
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,impulse__capsule-button__inactive-tint-orange,impulse,capsule-button,inactive,True,calibration,5.603881431920674e-07,0.00010378269786469877,11855435.957343383,180.58666618789005,0.14731494194239556,0.21210727787532424,0.009534842485146256,0.0023015931427545107,9.71445146547012e-16,0.0003730133018378379,0.4474575111184189,1.6678529341085085e-08,0.9954427998869373,0.06838315183081921,-2.1417385769024057e-05,-8.940207691157419e-07
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,impulse__capsule-button__inactive-tint-orange,impulse,capsule-button,inactive,True,calibration,4.859734152833911e-07,2.2693849833140682e-05,11855435.957343383,180.88826760812202,0.14731494194239556,0.2133738814504913,0.009534842485146256,0.012157561148215878,0.003319346645605792,0.0003730133018378379,0.44864224262781816,1.672268906518953e-08,0.9958752715000818,0.06838315183081921,-8.639845319103355e-06,-8.940207691157419e-07
apple-macos-27.0-2x-light-standard-glass0.5,light,2,css,impulse__capsule-button__rest-tint-orange,impulse,capsule-button,active,True,calibration,2.6110281237701907,5.8478286786572236,1234700661.6140063,1230848846.7529993,0.2653976584844419,0.27246321920434596,0.028243999917427952,0.003732022755879399,0.004589357999606913,0.08242007321495415,0.5098513559974434,0.15083134214099692,0.9816239592689289,0.01140033108781837,-0.0015528370823810317,-0.00024720755336924777
apple-macos-27.0-2x-light-standard-glass0.5,light,2,webgpu,impulse__capsule-button__rest-tint-orange,impulse,capsule-button,active,True,calibration,1.2417578235266715,1.159563711896809,1234700661.6140063,1242112020.9782884,0.2653976584844419,0.2804532318601563,0.028243999917427952,0.021565310588085303,0.05991365539702903,0.08242007321495415,0.5162304820572701,0.1523135070686629,0.9931161118663421,0.01140033108781837,-1.3039979824578402e-05,-0.00024720755336924777
