== light-lit1-2x / apple-macos-26.5-2x-light-standard   fixtures=/Users/new/Developer/GitHub/designer/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w24/g0/ladder/light-lit1-2x/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
dark-solid__capsule-button__rest-tint-orange calibration native  0.4243  0.1358  0.0556  0.0131  0.0571  0.1121  0.1533  0.1644  0.1519  0.1358  0.0556  0.0131  0.0571  0.1121  0.1533  0.1644  0.1519   12.52      SE  0.080
dark-solid__capsule-button__rest-tint-orange calibration web     0.4275  0.1695  0.0586  0.0165  0.0596  0.1199  0.1523  0.1695  0.1546  0.1695  0.0586  0.0165  0.0596  0.1199  0.1523  0.1695  0.1546   10.28       N  0.097
impulse__capsule-button__rest-tint-orange calibration native  0.4243  0.1357  0.0556  0.0131  0.0571  0.1126  0.1531  0.1639  0.1517  0.1357  0.0556  0.0131  0.0571  0.1128  0.1531  0.1639  0.1517   12.48      SE  0.080
impulse__capsule-button__rest-tint-orange calibration web     0.4275  0.1692  0.0582  0.0165  0.0592  0.1166  0.1497  0.1695  0.1513  0.1692  0.0582  0.0165  0.0592  0.1166  0.1497  0.1695  0.1513   10.26      SE  0.097
checkerboard__capsule-button__rest-tint-orange calibration native  0.3522  0.3603  0.3741 -0.0046  0.4702  0.4663  0.2218  0.2367  0.2555  0.2896  0.4028  0.4250  0.4496  0.2040  0.2638  0.5163  0.3333     inf      NW -0.009
checkerboard__capsule-button__rest-tint-orange calibration web     0.3683  0.3320  0.3603 -0.0061  0.4574  0.4497  0.1648  0.1835  0.2160  0.2872  0.3916  0.4129  0.4355  0.1327  0.1686  0.4985  0.2678     inf      NW -0.012
photo__capsule-button__rest-tint-orange  calibration native  0.3442  0.2060  0.0999  0.0387  0.1150  0.2131  0.2632  0.2855  0.2624  0.2049  0.0923  0.0271  0.0945  0.1890  0.2432  0.2545  0.2383   10.53      SE  0.095
photo__capsule-button__rest-tint-orange  calibration web     0.3538  0.1863  0.0922  0.0335  0.1051  0.1865  0.2147  0.2509  0.2173  0.1879  0.0913  0.0242  0.0934  0.1574  0.1885  0.1888  0.1826   10.35      SE  0.097
light-solid__capsule-button__rest-tint-orange calibration native  0.4229  0.4274  0.4281  0.4252  0.4188  0.4116  0.4019  0.3931  0.3869  0.3869  0.3869  0.3931  0.4019  0.4116  0.4188  0.4253  0.4281    1.11     NNE  0.904
light-solid__capsule-button__rest-tint-orange calibration web     0.4277  0.4221  0.4213  0.4140  0.4087  0.4007  0.3921  0.3896  0.3837  0.3815  0.3837  0.3896  0.3921  0.4007  0.4087  0.4140  0.4213    1.11       N  0.904
photo__capsule-button__rest-tint-blue    calibration native  0.1909  0.2791  0.1410  0.1465  0.2119  0.2810  0.3501  0.3770  0.3505  0.2778  0.1229  0.0414  0.1284  0.2601  0.3416  0.3630  0.3373    9.10      SE  0.110
photo__capsule-button__rest-tint-blue    calibration web     0.1971  0.2223  0.1107  0.1398  0.2064  0.2463  0.2791  0.3278  0.2760  0.2254  0.1005  0.0261  0.1018  0.1907  0.2312  0.2320  0.2251   12.58      SE  0.079
photo__capsule-button__rest-tint-orange-half calibration native  0.4306  0.2062  0.1225  0.0571  0.1370  0.2441  0.2899  0.3090  0.2866  0.2031  0.0978  0.0402  0.1031  0.1863  0.2371  0.2436  0.2270    7.69      SE  0.130
photo__capsule-button__rest-tint-orange-half calibration web     0.4528  0.2450  0.1182  0.0452  0.1259  0.2316  0.2738  0.2878  0.2802  0.2446  0.1017  0.0214  0.1035  0.1987  0.2395  0.2446  0.2342   13.44      SE  0.074
checkerboard__capsule-button__rest-tint-blue validation  native  0.1954  0.4772  0.4883  0.0116  0.6188  0.6201  0.3251  0.3475  0.3640  0.4091  0.5569  0.5818  0.6064  0.2762  0.3624  0.6731  0.4488   57.86      NW  0.017
checkerboard__capsule-button__rest-tint-blue validation  web     0.2051  0.4257  0.4751  0.0111  0.6122  0.6089  0.2165  0.2390  0.2914  0.3954  0.5523  0.5761  0.5987  0.1501  0.1995  0.6618  0.3390   59.54      NW  0.017
photo__rrect-md__rest-tint-orange        validation  native  0.3609  0.1955  0.0384  0.0226  0.0519  0.2102  0.2798  0.2746  0.2715  0.1975  0.0329  0.0158  0.0515  0.1934  0.2472  0.2446  0.2464   17.68     ESE  0.057
photo__rrect-md__rest-tint-orange        validation  web     0.3628  0.1699  0.0873  0.0370  0.0919  0.1706  0.1796  0.1852  0.1682  0.1709  0.0853  0.0224  0.0918  0.1648  0.1583  0.1781  0.1568    8.26      SE  0.121

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a22f98cf20d905337/packages/calibration/results/2026-09-09-w24-lit-edge/g0/ladder/light-lit1-2x.json
