== light-lit2-2x / apple-macos-26.5-2x-light-standard   fixtures=/Users/new/Developer/GitHub/designer/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w24/g0/ladder/light-lit2-2x/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
light-solid__capsule-button__rest        calibration native  0.9666  0.0334  0.0328  0.0328  0.0331  0.0334  0.0331  0.0328  0.0328  0.0334  0.0327  0.0324  0.0331  0.0334  0.0331  0.0328  0.0330    1.03       E  0.971
light-solid__capsule-button__rest        calibration web     0.9723  0.0277  0.0113 -0.0070  0.0118  0.0277  0.0277  0.0277  0.0277  0.0277  0.0107 -0.0070  0.0117  0.0277  0.0277  0.0277  0.0277     inf       E -0.253
dark-solid__capsule-button__rest         calibration native  0.0110  0.0256  0.0101  0.0022  0.0101  0.0227  0.0305  0.0333  0.0307  0.0256  0.0101  0.0021  0.0101  0.0227  0.0305  0.0333  0.0307   15.97      NW  0.063
dark-solid__capsule-button__rest         calibration web     0.0117  0.0248  0.0064  0.0006  0.0064  0.0215  0.0339  0.0383  0.0347  0.0248  0.0064  0.0006  0.0064  0.0215  0.0339  0.0383  0.0347   69.58      SE  0.014
checkerboard__capsule-button__rest       calibration native  0.6152  0.2325  0.1755 -0.0967  0.2195  0.2247  0.1368  0.1732  0.2114  0.2473  0.2292  0.2090  0.2370  0.2281  0.2561  0.3017  0.2511     inf      NW -0.320
checkerboard__capsule-button__rest       calibration web     0.6805  0.2615  0.0905 -0.1654  0.1525  0.2076  0.2034  0.2686  0.2513  0.2567  0.2362  0.1867  0.2199  0.2817  0.3157  0.3195  0.3162     inf      NW -0.518
impulse__capsule-button__rest            validation  native  0.0067  0.0191  0.0064  0.0012  0.0065  0.0203  0.0227  0.0231  0.0211  0.0179  0.0064  0.0012  0.0079  0.0194  0.0210  0.0231  0.0211   19.11      SE  0.052
impulse__capsule-button__rest            validation  web     0.0034  0.0245  0.0059  0.0004  0.0059  0.0201  0.0320  0.0365  0.0327  0.0245  0.0059  0.0004  0.0059  0.0201  0.0320  0.0365  0.0327   82.78      SE  0.012
photo__capsule-button__rest              calibration native  0.5772  0.1779  0.1235  0.0960  0.1369  0.1828  0.2128  0.2236  0.2200  0.1763  0.0957  0.0510  0.1066  0.1670  0.2123  0.2079  0.1942    4.38      SE  0.228
photo__capsule-button__rest              calibration web     0.6116  0.2851  0.0970  0.0669  0.0957  0.2467  0.3397  0.3569  0.3459  0.2796  0.0468 -0.0028  0.0492  0.2089  0.3321  0.3490  0.3315     inf      SE -0.008
light-solid__rrect-md__rest              calibration native  0.9344  0.0640  0.0593  0.0563  0.0593  0.0622  0.0611  0.0604  0.0615  0.0638  0.0591  0.0557  0.0593  0.0622  0.0614  0.0607  0.0623    1.15       N  0.870
light-solid__rrect-md__rest              calibration web     0.9318  0.0682  0.0323 -0.0069  0.0326  0.0682  0.0682  0.0682  0.0682  0.0682  0.0316 -0.0069  0.0324  0.0681  0.0682  0.0682  0.0682     inf       N -0.102
dark-solid__rrect-md__rest               calibration native  0.4798  0.2470  0.0602  0.0376  0.0692  0.2330  0.2855  0.2838  0.2901  0.2470  0.0606  0.0376  0.0694  0.2330  0.2855  0.2838  0.2896    7.72     SSE  0.130
dark-solid__rrect-md__rest               calibration web     0.4955  0.3316  0.0745 -0.0004  0.0755  0.3116  0.3862  0.4466  0.3807  0.3315  0.0745 -0.0004  0.0755  0.3115  0.3867  0.4466  0.3812     inf      SE -0.001
checkerboard__rrect-md__rest             calibration native  0.6800  0.2148  0.2213  0.1005  0.0801  0.2022  0.2275  0.2522  0.2317  0.1967  0.0220  0.0396  0.1140  0.1885  0.2473  0.2678  0.2188   12.17      NW  0.082
checkerboard__rrect-md__rest             calibration web     0.6993  0.2373  0.1963  0.1196  0.1121  0.1742  0.2793  0.2918  0.2879  0.2504  0.1390  0.1694  0.1804  0.2893  0.2998  0.2923  0.2446    2.67     WNW  0.374
impulse__rrect-md__rest                  validation  native  0.4311  0.2673  0.0596  0.0339  0.0689  0.2469  0.3068  0.3030  0.3083  0.2635  0.0596  0.0339  0.0689  0.2469  0.3068  0.3030  0.3083    9.10     SSE  0.110
impulse__rrect-md__rest                  validation  web     0.4644  0.3241  0.0732 -0.0013  0.0740  0.3040  0.3828  0.4597  0.3773  0.3295  0.0737 -0.0013  0.0740  0.3041  0.3828  0.4597  0.3773     inf      SE -0.003
photo__rrect-md__rest                    calibration native  0.6619  0.1138  0.0713  0.0854  0.0968  0.1432  0.1651  0.1660  0.1683  0.1242  0.0269  0.0230  0.0592  0.1396  0.1538  0.1515  0.1348    7.31     SSE  0.137
photo__rrect-md__rest                    calibration web     0.6563  0.2540  0.1288  0.0802  0.1231  0.2780  0.3021  0.3217  0.3007  0.2601  0.0499 -0.0031  0.0547  0.2463  0.2899  0.3198  0.2837     inf      SE -0.010
light-solid__rrect-ml__rest              calibration native  0.9325  0.0660  0.0575  0.0590  0.0575  0.0639  0.0612  0.0626  0.0618  0.0657  0.0573  0.0586  0.0571  0.0639  0.0619  0.0630  0.0624    1.15       N  0.866
light-solid__rrect-ml__rest              calibration web     0.9316  0.0683  0.0340 -0.0079  0.0329  0.0682  0.0684  0.0684  0.0684  0.0683  0.0325 -0.0079  0.0324  0.0682  0.0684  0.0684  0.0684     inf     ESE -0.116
checkerboard__rrect-ml__rest             calibration native  0.6902  0.1941  0.1640  0.2107  0.1862  0.1899  0.2177  0.1552  0.1984  0.1833  0.1626  0.1509  0.0972  0.1716  0.1337  0.1206  0.1867    2.24     ESE  0.446
