subset,scheme,pose,thickness,predictor,n,uniqueX,rms
clean-standard-canonical,light,inactive,thin,gaussian/0,12,9,0.0027584976383874887
clean-standard-canonical,light,inactive,thin,dilated/0.03125,12,9,0.0027597532366304025
clean-standard-canonical,light,inactive,thin,gaussian/0.03125,12,9,0.0027584976383874887
clean-standard-canonical,light,inactive,thin,dilated/0.0625,12,9,0.0027597532366304025
clean-standard-canonical,light,inactive,thin,gaussian/0.0625,12,9,0.0027584976383874887
clean-standard-canonical,light,inactive,thin,dilated/0.125,12,9,0.0027597531554171034
clean-standard-canonical,light,inactive,thin,gaussian/0.125,12,9,0.0027584976383874887
clean-standard-canonical,light,inactive,thin,dilated/0.25,12,9,0.0027597531554171034
clean-standard-canonical,light,inactive,thin,gaussian/0.25,12,9,0.0027597532366304025
clean-standard-canonical,light,inactive,thin,dilated/0.5,12,9,0.0027597531554171034
clean-standard-canonical,light,inactive,thin,gaussian/0.5,12,9,0.0027597532366304025
clean-standard-canonical,light,inactive,thin,dilated/1,12,9,0.012020968658979217
clean-standard-canonical,light,inactive,thin,gaussian/1,12,9,0.012020968658979217
clean-standard-w9,light,active,thick,source,20,7,0.017214703811192257
clean-standard-w9,light,active,thick,body,20,10,0.008668006382558643
clean-standard-w9,light,active,thick,silhouette,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,dilated/0,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,gaussian/0,20,10,0.008668006382558643
clean-standard-w9,light,active,thick,dilated/0.03125,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,gaussian/0.03125,20,10,0.008668006382558643
clean-standard-w9,light,active,thick,dilated/0.0625,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,gaussian/0.0625,20,10,0.008668006382558643
clean-standard-w9,light,active,thick,dilated/0.125,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,gaussian/0.125,20,10,0.008672689463243491
clean-standard-w9,light,active,thick,dilated/0.25,20,10,0.011351748558908952
clean-standard-w9,light,active,thick,gaussian/0.25,20,10,0.009393377839008732
clean-standard-w9,light,active,thick,dilated/0.5,20,10,0.010633833603769589
clean-standard-w9,light,active,thick,gaussian/0.5,20,10,0.009911276906555836
clean-standard-w9,light,active,thick,dilated/1,20,9,0.01688013602330684
clean-standard-w9,light,active,thick,gaussian/1,20,10,0.01688013602330684
clean-standard-w9,light,active,thin,source,14,6,0.09263918044756528
clean-standard-w9,light,active,thin,body,14,7,0.0349369185250694
clean-standard-w9,light,active,thin,silhouette,14,7,0.010006011684566083
clean-standard-w9,light,active,thin,dilated/0,14,7,0.010006011684566083
clean-standard-w9,light,active,thin,gaussian/0,14,7,0.0349369185250694
clean-standard-w9,light,active,thin,dilated/0.03125,14,7,0.00416078609407533
clean-standard-w9,light,active,thin,gaussian/0.03125,14,7,0.0349369185250694
clean-standard-w9,light,active,thin,dilated/0.0625,14,7,0.00416078609407533
clean-standard-w9,light,active,thin,gaussian/0.0625,14,7,0.0349369185250694
clean-standard-w9,light,active,thin,dilated/0.125,14,7,0.00416078609407533
clean-standard-w9,light,active,thin,gaussian/0.125,14,7,0.027804537194186872
clean-standard-w9,light,active,thin,dilated/0.25,14,7,0.007654174811523162
clean-standard-w9,light,active,thin,gaussian/0.25,14,7,0.01592007445160667
clean-standard-w9,light,active,thin,dilated/0.5,14,7,0.03752115983125964
clean-standard-w9,light,active,thin,gaussian/0.5,14,7,0.010006011684566083
clean-standard-w9,light,active,thin,dilated/1,14,7,0.0892239240897286
clean-standard-w9,light,active,thin,gaussian/1,14,7,0.06002039523348434
policy:increased-contrast,light,active,thick,source,3,2,0.0026594583373288727
policy:increased-contrast,light,active,thick,body,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,silhouette,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0.03125,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0.03125,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0.0625,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0.0625,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0.125,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0.125,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0.25,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0.25,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/0.5,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/0.5,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,dilated/1,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thick,gaussian/1,3,3,0.0026594583373288727
policy:increased-contrast,light,active,thin,source,7,3,0.24475961428321283
policy:increased-contrast,light,active,thin,body,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,silhouette,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0.03125,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0.03125,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0.0625,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0.0625,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0.125,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0.125,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0.25,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0.25,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/0.5,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/0.5,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,dilated/1,7,4,0.24475961428321283
policy:increased-contrast,light,active,thin,gaussian/1,7,4,0.24475961428321283
policy:increased-contrast,light,inactive,thick,source,3,2,8.457941678057131e-05
policy:increased-contrast,light,inactive,thick,body,3,3,0.0
policy:increased-contrast,light,inactive,thick,silhouette,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0,3,3,0.0
policy:increased-contrast,light,inactive,thick,gaussian/0,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0.03125,3,3,0.0
policy:increased-contrast,light,inactive,thick,gaussian/0.03125,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0.0625,3,3,0.0
policy:increased-contrast,light,inactive,thick,gaussian/0.0625,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0.125,3,3,0.0
policy:increased-contrast,light,inactive,thick,gaussian/0.125,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0.25,3,3,0.0
policy:increased-contrast,light,inactive,thick,gaussian/0.25,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/0.5,3,3,8.457941678057131e-05
policy:increased-contrast,light,inactive,thick,gaussian/0.5,3,3,0.0
policy:increased-contrast,light,inactive,thick,dilated/1,3,3,8.457941678057131e-05
policy:increased-contrast,light,inactive,thick,gaussian/1,3,3,8.457941678057131e-05
policy:increased-contrast,light,inactive,thin,source,7,3,0.09383994509877236
policy:increased-contrast,light,inactive,thin,body,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,silhouette,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0.03125,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0.03125,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0.0625,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0.0625,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0.125,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0.125,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0.25,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0.25,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/0.5,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/0.5,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,dilated/1,7,4,0.09383994509877236
policy:increased-contrast,light,inactive,thin,gaussian/1,7,4,0.09383994509877236
policy:reduced-transparency,light,active,thick,source,3,2,0.0018430401262577946
policy:reduced-transparency,light,active,thick,body,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,silhouette,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0.03125,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0.03125,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0.0625,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0.0625,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0.125,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0.125,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0.25,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0.25,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/0.5,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/0.5,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,dilated/1,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thick,gaussian/1,3,3,0.0018430401262577946
policy:reduced-transparency,light,active,thin,source,6,3,0.17080517892520766
policy:reduced-transparency,light,active,thin,body,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,silhouette,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0.03125,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0.03125,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0.0625,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0.0625,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0.125,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0.125,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0.25,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0.25,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/0.5,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/0.5,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,dilated/1,6,4,0.16097970321052107
policy:reduced-transparency,light,active,thin,gaussian/1,6,4,0.16097970321052107
policy:reduced-transparency,light,inactive,thick,source,3,2,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,body,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,silhouette,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,gaussian/0,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0.03125,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,gaussian/0.03125,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0.0625,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,gaussian/0.0625,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0.125,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,gaussian/0.125,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0.25,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,gaussian/0.25,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/0.5,3,3,0.0
policy:reduced-transparency,light,inactive,thick,gaussian/0.5,3,3,0.0005633837566161071
policy:reduced-transparency,light,inactive,thick,dilated/1,3,3,0.0
policy:reduced-transparency,light,inactive,thick,gaussian/1,3,3,0.0
policy:reduced-transparency,light,inactive,thin,source,6,3,0.07289542033352686
policy:reduced-transparency,light,inactive,thin,body,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,silhouette,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0.03125,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0.03125,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0.0625,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0.0625,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0.125,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0.125,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0.25,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0.25,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/0.5,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/0.5,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,dilated/1,6,4,0.06877675544153132
policy:reduced-transparency,light,inactive,thin,gaussian/1,6,4,0.06877675544153132
policy:standard,dark,active,thick,source,40,10,0.0022056124389242216
policy:standard,dark,active,thick,body,40,20,0.0029539126786721224
policy:standard,dark,active,thick,silhouette,40,20,0.002401796618910325
policy:standard,dark,active,thick,dilated/0,40,20,0.002401796618910325
policy:standard,dark,active,thick,gaussian/0,40,20,0.0029539126786721224
policy:standard,dark,active,thick,dilated/0.03125,40,19,0.0027250257698148727
policy:standard,dark,active,thick,gaussian/0.03125,40,20,0.0029539126786721224
policy:standard,dark,active,thick,dilated/0.0625,40,20,0.0027218378579580474
policy:standard,dark,active,thick,gaussian/0.0625,40,20,0.0029539126786721224
policy:standard,dark,active,thick,dilated/0.125,40,20,0.002073738117481294
policy:standard,dark,active,thick,gaussian/0.125,40,20,0.002473416717804205
policy:standard,dark,active,thick,dilated/0.25,40,20,0.002089550409762261
policy:standard,dark,active,thick,gaussian/0.25,40,20,0.0020694959996911495
policy:standard,dark,active,thick,dilated/0.5,40,18,0.00217987959046602
policy:standard,dark,active,thick,gaussian/0.5,40,20,0.0021671693900989835
policy:standard,dark,active,thick,dilated/1,40,14,0.0022056124389242216
policy:standard,dark,active,thick,gaussian/1,40,20,0.0021847345366403466
policy:standard,dark,active,thin,source,45,10,0.14329785598416062
policy:standard,dark,active,thin,body,45,15,0.14170291678173821
policy:standard,dark,active,thin,silhouette,45,15,0.14329784771823548
policy:standard,dark,active,thin,dilated/0,45,15,0.14329784771823548
policy:standard,dark,active,thin,gaussian/0,45,15,0.14170291678173821
policy:standard,dark,active,thin,dilated/0.03125,45,16,0.14329784778628987
policy:standard,dark,active,thin,gaussian/0.03125,45,15,0.14170291678173821
policy:standard,dark,active,thin,dilated/0.0625,45,14,0.14329784826400355
policy:standard,dark,active,thin,gaussian/0.0625,45,16,0.14170291678173821
policy:standard,dark,active,thin,dilated/0.125,45,16,0.14329785598416062
policy:standard,dark,active,thin,gaussian/0.125,45,16,0.14170291678173821
policy:standard,dark,active,thin,dilated/0.25,45,16,0.14329785598416062
policy:standard,dark,active,thin,gaussian/0.25,45,16,0.14316994490449766
policy:standard,dark,active,thin,dilated/0.5,45,16,0.14329785598416062
policy:standard,dark,active,thin,gaussian/0.5,45,16,0.14329784826400355
policy:standard,dark,active,thin,dilated/1,45,16,0.14325651498460254
policy:standard,dark,active,thin,gaussian/1,45,16,0.14329784819594915
policy:standard,dark,inactive,thick,source,22,5,0.00293657945677677
policy:standard,dark,inactive,thick,body,22,15,0.002381130662113982
policy:standard,dark,inactive,thick,silhouette,22,15,0.0023811283799119376
policy:standard,dark,inactive,thick,dilated/0,22,15,0.0023811283799119376
policy:standard,dark,inactive,thick,gaussian/0,22,15,0.002381130662113982
policy:standard,dark,inactive,thick,dilated/0.03125,22,14,0.0029364869524149155
policy:standard,dark,inactive,thick,gaussian/0.03125,22,15,0.002381127646070605
policy:standard,dark,inactive,thick,dilated/0.0625,22,15,0.0029364869524149155
policy:standard,dark,inactive,thick,gaussian/0.0625,22,15,0.002381127646070605
policy:standard,dark,inactive,thick,dilated/0.125,22,15,0.00293657945677677
policy:standard,dark,inactive,thick,gaussian/0.125,22,15,0.002381127646070605
policy:standard,dark,inactive,thick,dilated/0.25,22,15,0.00293657945677677
policy:standard,dark,inactive,thick,gaussian/0.25,22,15,0.00293657945677677
policy:standard,dark,inactive,thick,dilated/0.5,22,13,0.00293657945677677
policy:standard,dark,inactive,thick,gaussian/0.5,22,15,0.00293657945677677
policy:standard,dark,inactive,thick,dilated/1,22,9,0.00293657945677677
policy:standard,dark,inactive,thick,gaussian/1,22,15,0.00293657945677677
policy:standard,dark,inactive,thin,source,14,4,0.0438443771284967
policy:standard,dark,inactive,thin,body,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,silhouette,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,dilated/0,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,gaussian/0,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,dilated/0.03125,14,5,0.0438443771284967
policy:standard,dark,inactive,thin,gaussian/0.03125,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,dilated/0.0625,14,5,0.0438443771284967
policy:standard,dark,inactive,thin,gaussian/0.0625,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,dilated/0.125,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,gaussian/0.125,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,dilated/0.25,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,gaussian/0.25,14,5,0.0438443771284967
policy:standard,dark,inactive,thin,dilated/0.5,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,gaussian/0.5,14,5,0.0438443771284967
policy:standard,dark,inactive,thin,dilated/1,14,5,0.04384437712411506
policy:standard,dark,inactive,thin,gaussian/1,14,5,0.04384437712411506
policy:standard,light,active,thick,source,76,12,0.06126931372488854
policy:standard,light,active,thick,body,76,26,0.059498507709210655
policy:standard,light,active,thick,silhouette,76,26,0.059569322266786656
policy:standard,light,active,thick,dilated/0,76,26,0.059569322266786656
policy:standard,light,active,thick,gaussian/0,76,26,0.059498507709210655
policy:standard,light,active,thick,dilated/0.03125,76,25,0.05956931101760601
policy:standard,light,active,thick,gaussian/0.03125,76,26,0.05949850379665676
policy:standard,light,active,thick,dilated/0.0625,76,26,0.059569327282094124
policy:standard,light,active,thick,gaussian/0.0625,76,26,0.05949850379665676
policy:standard,light,active,thick,dilated/0.125,76,26,0.059211441737979945
policy:standard,light,active,thick,gaussian/0.125,76,26,0.05950004389072011
policy:standard,light,active,thick,dilated/0.25,76,26,0.0604730134448308
policy:standard,light,active,thick,gaussian/0.25,76,26,0.05962260912056105
policy:standard,light,active,thick,dilated/0.5,76,24,0.06020959257852794
policy:standard,light,active,thick,gaussian/0.5,76,26,0.05935290763196633
policy:standard,light,active,thick,dilated/1,76,18,0.061222530888982704
policy:standard,light,active,thick,gaussian/1,76,26,0.061335053879602634
policy:standard,light,active,thin,source,89,12,0.16510269269827554
policy:standard,light,active,thin,body,89,23,0.1458838171521157
policy:standard,light,active,thin,silhouette,89,23,0.13852937869957163
policy:standard,light,active,thin,dilated/0,89,23,0.13852937869957163
policy:standard,light,active,thin,gaussian/0,89,23,0.1458838171521157
policy:standard,light,active,thin,dilated/0.03125,89,24,0.141008642892283
policy:standard,light,active,thin,gaussian/0.03125,89,23,0.1458838171521157
policy:standard,light,active,thin,dilated/0.0625,89,22,0.14114441320756493
policy:standard,light,active,thin,gaussian/0.0625,89,24,0.1458838171521157
policy:standard,light,active,thin,dilated/0.125,89,24,0.13881672647251916
policy:standard,light,active,thin,gaussian/0.125,89,24,0.1458838171521157
policy:standard,light,active,thin,dilated/0.25,89,24,0.13621570246154382
policy:standard,light,active,thin,gaussian/0.25,89,24,0.14392121815461487
policy:standard,light,active,thin,dilated/0.5,89,24,0.14137858316903296
policy:standard,light,active,thin,gaussian/0.5,89,24,0.14210049517088805
policy:standard,light,active,thin,dilated/1,89,24,0.15907329682536356
policy:standard,light,active,thin,gaussian/1,89,24,0.15232121058966636
policy:standard,light,inactive,thick,source,36,7,0.04521578886995179
policy:standard,light,inactive,thick,body,36,19,0.04350321336833373
policy:standard,light,inactive,thick,silhouette,36,19,0.04350306482985675
policy:standard,light,inactive,thick,dilated/0,36,19,0.04350306482985675
policy:standard,light,inactive,thick,gaussian/0,36,19,0.04350321336833373
policy:standard,light,inactive,thick,dilated/0.03125,36,18,0.04370565297581024
policy:standard,light,inactive,thick,gaussian/0.03125,36,19,0.04350321312623824
policy:standard,light,inactive,thick,dilated/0.0625,36,19,0.043705317558652035
policy:standard,light,inactive,thick,gaussian/0.0625,36,19,0.04350321312623824
policy:standard,light,inactive,thick,dilated/0.125,36,19,0.04370537879681387
policy:standard,light,inactive,thick,gaussian/0.125,36,19,0.04350321312623824
policy:standard,light,inactive,thick,dilated/0.25,36,19,0.04521575861002501
policy:standard,light,inactive,thick,gaussian/0.25,36,19,0.04370566999742882
policy:standard,light,inactive,thick,dilated/0.5,36,17,0.04521581453315444
policy:standard,light,inactive,thick,gaussian/0.5,36,19,0.0438211191151552
policy:standard,light,inactive,thick,dilated/1,36,13,0.045215755481430454
policy:standard,light,inactive,thick,gaussian/1,36,19,0.04521573647358994
policy:standard,light,inactive,thin,source,38,6,0.08070215101387682
policy:standard,light,inactive,thin,body,38,13,0.07938413816834203
policy:standard,light,inactive,thin,silhouette,38,13,0.07938413816834203
policy:standard,light,inactive,thin,dilated/0,38,13,0.07938413816834203
policy:standard,light,inactive,thin,gaussian/0,38,13,0.07938413816834203
policy:standard,light,inactive,thin,dilated/0.03125,38,13,0.07938413778809546
policy:standard,light,inactive,thin,gaussian/0.03125,38,13,0.07938413816834203
policy:standard,light,inactive,thin,dilated/0.0625,38,13,0.07938413778809546
policy:standard,light,inactive,thin,gaussian/0.0625,38,13,0.07938413816834203
policy:standard,light,inactive,thin,dilated/0.125,38,13,0.07938413816834203
policy:standard,light,inactive,thin,gaussian/0.125,38,13,0.07938413816834203
policy:standard,light,inactive,thin,dilated/0.25,38,13,0.07938413816834203
policy:standard,light,inactive,thin,gaussian/0.25,38,13,0.07938413778809546
policy:standard,light,inactive,thin,dilated/0.5,38,13,0.07938413816834203
policy:standard,light,inactive,thin,gaussian/0.5,38,13,0.07938413778809546
policy:standard,light,inactive,thin,dilated/1,38,13,0.07937205923568816
policy:standard,light,inactive,thin,gaussian/1,38,13,0.07937205923568816
