comparator,profile,pose,part,family,space,objective,fitFile,fit,power,angleRadians,worstAbsoluteBin,shellZeroWorstAbsoluteBin,observedBarMaximum,effectiveTolerance,populatedBins,pixels,underpopulatedBins,outcome,domain
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,coverage-screen,encoded,minimax,fits.json,213,2.0,0.0,79.0,36.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,coverage-screen,linear,minimax,fits.json,325,2.0,0.0,79.0,36.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,even,encoded,least-squares,fits.json,20,0.5,0.0,97.0,43.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,gradient,encoded,least-squares,fits.json,148,2.0,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,isotropic-even,encoded,least-squares,fits.json,36,0.5,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,isotropic-two-axis,encoded,minimax,fits.json,133,2.0,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,one-sided-diagonal,encoded,least-squares,fits.json,52,2.0,0.0,97.0,43.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,rotated-axis,encoded,least-squares,fits.json,116,0.5,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,shipped-diagonal,encoded,minimax,fits.json,69,2.0,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,signed-normal,encoded,minimax,fits.json,85,2.0,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,inactive,straight,two-term-even,encoded,least-squares,fits.json,100,8.0,0.0,97.0,19.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,body-forward-affine,encoded,least-squares,fits.json,262,2.0,0.0,30.88888888888889,30.88888888888889,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,body-forward-affine,linear,least-squares,fits.json,374,2.0,0.0,32.77777777777778,32.77777777777778,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,body-forward-even-affine,encoded,least-squares,fits.json,278,4.0,0.0,22.25,10.75,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,body-forward-even-affine,linear,least-squares,fits.json,390,4.0,0.0,32.888888888888886,32.888888888888886,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,colour-gradient,encoded,least-squares,fits.json,166,2.0,0.0,106.86111111111111,36.78947368421053,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,constant,encoded,minimax,fits.json,7,2.0,0.0,106.86111111111111,32.666666666666664,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-add,encoded,minimax,fits.json,183,2.0,0.0,89.0,54.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-add,linear,minimax,fits.json,295,2.0,0.0,89.0,54.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-affine,encoded,least-squares,fits.json,230,2.0,0.0,89.0,37.77777777777778,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-affine,linear,least-squares,fits.json,342,2.0,0.0,89.0,38.333333333333336,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-even-affine,encoded,least-squares,fits.json,246,8.0,0.0,89.0,22.22222222222222,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-even-affine,linear,least-squares,fits.json,358,4.0,0.0,89.0,36.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-multiply,encoded,minimax,fits.json,199,2.0,0.0,89.0,54.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-multiply,linear,minimax,fits.json,311,2.0,0.0,89.0,54.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-screen,encoded,least-squares,fits.json,214,2.0,0.0,89.0,53.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,coverage-screen,linear,minimax,fits.json,327,2.0,0.0,89.0,54.666666666666664,0.0,1,384,3448,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,even,encoded,least-squares,fits.json,22,8.0,0.0,106.86111111111111,30.095238095238095,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,gradient,encoded,least-squares,fits.json,150,2.0,0.0,106.86111111111111,32.666666666666664,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,isotropic-even,encoded,least-squares,fits.json,38,8.0,0.0,106.86111111111111,28.75,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,isotropic-two-axis,encoded,least-squares,fits.json,134,0.5,0.0,106.86111111111111,27.857142857142858,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,one-sided-diagonal,encoded,least-squares,fits.json,54,2.0,0.0,106.86111111111111,54.666666666666664,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,rotated-axis,encoded,least-squares,fits.json,118,8.0,3.097959422289935,106.86111111111111,30.25,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,shipped-diagonal,encoded,minimax,fits.json,71,2.0,0.0,106.86111111111111,39.57142857142857,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,signed-normal,encoded,minimax,fits.json,87,2.0,0.0,106.86111111111111,38.36842105263158,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,arc,two-term-even,encoded,least-squares,fits.json,102,8.0,0.0,106.86111111111111,28.857142857142858,0.0,1,672,10738,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,body-forward-affine,encoded,least-squares,fits.json,262,2.0,0.0,31.0,5.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,body-forward-affine,linear,least-squares,fits.json,374,2.0,0.0,29.0,25.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,body-forward-even-affine,encoded,least-squares,fits.json,278,4.0,0.0,31.0,8.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,body-forward-even-affine,linear,least-squares,fits.json,390,4.0,0.0,29.0,25.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,colour-gradient,encoded,least-squares,fits.json,166,2.0,0.0,124.0,20.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,constant,encoded,minimax,fits.json,7,2.0,0.0,124.0,15.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-add,encoded,least-squares,fits.json,182,2.0,0.0,109.0,13.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-add,linear,minimax,fits.json,295,2.0,0.0,109.0,25.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-affine,encoded,least-squares,fits.json,230,2.0,0.0,109.0,11.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-affine,linear,least-squares,fits.json,342,2.0,0.0,109.0,19.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-even-affine,encoded,least-squares,fits.json,246,8.0,0.0,109.0,13.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-even-affine,linear,least-squares,fits.json,358,4.0,0.0,109.0,19.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-multiply,encoded,least-squares,fits.json,198,2.0,0.0,109.0,7.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-multiply,linear,least-squares,fits.json,310,2.0,0.0,109.0,7.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-screen,encoded,least-squares,fits.json,214,2.0,0.0,109.0,24.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,coverage-screen,linear,least-squares,fits.json,326,2.0,0.0,109.0,25.0,0.0,1,48,3648,0,not closed,circular only
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,even,encoded,least-squares,fits.json,22,8.0,0.0,124.0,32.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,gradient,encoded,least-squares,fits.json,150,2.0,0.0,124.0,20.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,isotropic-even,encoded,least-squares,fits.json,38,8.0,0.0,124.0,20.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,isotropic-two-axis,encoded,least-squares,fits.json,134,0.5,0.0,124.0,16.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,one-sided-diagonal,encoded,least-squares,fits.json,54,2.0,0.0,124.0,32.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,rotated-axis,encoded,least-squares,fits.json,118,8.0,3.097959422289935,124.0,20.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,shipped-diagonal,encoded,minimax,fits.json,71,2.0,0.0,124.0,15.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,signed-normal,encoded,least-squares,fits.json,86,2.0,0.0,124.0,17.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-1x-light-standard-glass0.5,rest,straight,two-term-even,encoded,least-squares,fits.json,102,8.0,0.0,124.0,17.0,0.0,1,84,4152,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,body-forward-affine,encoded,minimax,fits.json,265,2.0,0.0,10.894736842105264,10.894736842105264,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,body-forward-affine,linear,minimax,fits.json,377,2.0,0.0,27.444444444444443,27.444444444444443,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,body-forward-even-affine,encoded,minimax,fits.json,281,1.0,0.0,10.894736842105264,10.894736842105264,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,body-forward-even-affine,linear,minimax,fits.json,393,0.5,0.0,22.2,22.2,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,colour-gradient,encoded,minimax,fits.json,169,2.0,0.0,128.0,42.05882352941177,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,constant,encoded,minimax,fits.json,9,2.0,0.0,128.0,96.76470588235294,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-add,encoded,least-squares,fits.json,184,2.0,0.0,22.88888888888889,22.88888888888889,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-add,linear,minimax,fits.json,297,2.0,0.0,45.888888888888886,45.888888888888886,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-affine,encoded,least-squares,fits.json,232,2.0,0.0,25.0,25.0,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-affine,linear,minimax,fits.json,345,2.0,0.0,45.888888888888886,45.888888888888886,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-even-affine,encoded,least-squares,fits.json,248,4.0,0.0,23.88888888888889,23.88888888888889,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-even-affine,linear,minimax,fits.json,361,0.5,0.0,48.333333333333336,48.333333333333336,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-multiply,encoded,least-squares,fits.json,200,2.0,0.0,20.0,17.333333333333332,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-multiply,linear,least-squares,fits.json,312,2.0,0.0,22.666666666666668,22.666666666666668,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-screen,encoded,least-squares,fits.json,216,2.0,0.0,46.333333333333336,46.333333333333336,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,coverage-screen,linear,least-squares,fits.json,328,2.0,0.0,46.111111111111114,46.111111111111114,0.0,1,384,6752,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,even,encoded,minimax,fits.json,25,0.5,0.0,128.0,96.58823529411765,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,gradient,encoded,minimax,fits.json,153,2.0,0.0,128.0,89.52941176470588,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,isotropic-even,encoded,minimax,fits.json,41,0.5,0.0,128.0,95.94117647058823,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,isotropic-two-axis,encoded,minimax,fits.json,137,0.5,0.0,128.0,95.94117647058823,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,one-sided-diagonal,encoded,least-squares,fits.json,56,2.0,0.0,143.76470588235293,143.76470588235293,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,rotated-axis,encoded,minimax,fits.json,121,0.5,1.6144295580947547,128.0,104.51219512195122,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,shipped-diagonal,encoded,minimax,fits.json,73,2.0,0.0,128.0,102.04878048780488,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,signed-normal,encoded,minimax,fits.json,89,2.0,0.0,128.0,96.76470588235294,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,arc,two-term-even,encoded,minimax,fits.json,105,0.5,0.0,128.0,96.82352941176471,0.0,1,672,21320,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,body-forward-affine,encoded,minimax,fits.json,265,2.0,0.0,12.0,12.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,body-forward-affine,linear,minimax,fits.json,377,2.0,0.0,38.0,38.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,body-forward-even-affine,encoded,minimax,fits.json,281,1.0,0.0,12.0,12.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,body-forward-even-affine,linear,minimax,fits.json,393,0.5,0.0,9.0,9.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,colour-gradient,encoded,least-squares,fits.json,168,2.0,0.0,128.0,39.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,constant,encoded,minimax,fits.json,9,2.0,0.0,128.0,74.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-add,encoded,least-squares,fits.json,184,2.0,0.0,20.0,12.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-add,linear,minimax,fits.json,297,2.0,0.0,37.0,37.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-affine,encoded,least-squares,fits.json,232,2.0,0.0,23.0,23.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-affine,linear,minimax,fits.json,345,2.0,0.0,37.0,37.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-even-affine,encoded,least-squares,fits.json,248,4.0,0.0,24.0,24.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-even-affine,linear,minimax,fits.json,361,0.5,0.0,44.0,44.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-multiply,encoded,least-squares,fits.json,200,2.0,0.0,21.0,21.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-multiply,linear,least-squares,fits.json,312,2.0,0.0,32.0,32.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-screen,encoded,least-squares,fits.json,216,2.0,0.0,38.0,38.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,coverage-screen,linear,least-squares,fits.json,328,2.0,0.0,38.0,38.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,even,encoded,least-squares,fits.json,24,0.5,0.0,128.0,121.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,gradient,encoded,least-squares,fits.json,152,2.0,0.0,128.0,88.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,isotropic-even,encoded,minimax,fits.json,41,0.5,0.0,128.0,51.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,isotropic-two-axis,encoded,minimax,fits.json,137,0.5,0.0,128.0,51.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,one-sided-diagonal,encoded,least-squares,fits.json,56,2.0,0.0,128.0,121.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,rotated-axis,encoded,least-squares,fits.json,120,8.0,0.916297857297023,128.0,87.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,shipped-diagonal,encoded,minimax,fits.json,73,2.0,0.0,128.0,77.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,signed-normal,encoded,minimax,fits.json,89,2.0,0.0,128.0,74.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,inactive,straight,two-term-even,encoded,least-squares,fits.json,104,4.0,0.0,128.0,86.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,body-forward-affine,encoded,least-squares,fits.json,266,2.0,0.0,45.333333333333336,45.333333333333336,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,body-forward-affine,linear,minimax,fits.json,379,2.0,0.0,37.55555555555556,37.55555555555556,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,body-forward-even-affine,encoded,least-squares,fits.json,282,2.0,0.0,31.0,13.105263157894736,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,body-forward-even-affine,linear,least-squares,fits.json,394,2.0,0.0,31.25,15.222222222222221,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,colour-gradient,encoded,least-squares,fits.json,170,2.0,0.0,123.78787878787878,48.77777777777778,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,constant,encoded,minimax,fits.json,11,2.0,0.0,123.78787878787878,103.65714285714286,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-add,encoded,least-squares,fits.json,186,2.0,0.0,49.611111111111114,49.611111111111114,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-add,linear,least-squares,fits.json,298,2.0,0.0,50.333333333333336,50.333333333333336,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-affine,encoded,least-squares,fits.json,234,2.0,0.0,44.625,43.22222222222222,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-affine,linear,least-squares,fits.json,346,2.0,0.0,44.375,44.27777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-even-affine,encoded,least-squares,fits.json,250,2.0,0.0,43.625,20.77777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-even-affine,linear,least-squares,fits.json,362,2.0,0.0,47.77777777777778,47.77777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-multiply,encoded,least-squares,fits.json,202,2.0,0.0,45.25,43.611111111111114,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-multiply,linear,least-squares,fits.json,314,2.0,0.0,45.25,43.94444444444444,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-screen,encoded,least-squares,fits.json,218,2.0,0.0,55.388888888888886,55.388888888888886,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,coverage-screen,linear,least-squares,fits.json,330,2.0,0.0,54.44444444444444,54.44444444444444,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,even,encoded,minimax,fits.json,27,8.0,0.0,123.78787878787878,92.28571428571429,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,gradient,encoded,minimax,fits.json,155,2.0,0.0,123.78787878787878,99.28571428571429,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,isotropic-even,encoded,minimax,fits.json,43,8.0,0.0,123.78787878787878,96.09756097560975,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,isotropic-two-axis,encoded,least-squares,fits.json,138,0.5,0.0,123.78787878787878,93.91428571428571,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,one-sided-diagonal,encoded,least-squares,fits.json,58,2.0,0.0,142.65714285714284,142.65714285714284,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,rotated-axis,encoded,least-squares,fits.json,122,0.5,1.5707963267948966,123.78787878787878,93.25714285714285,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,shipped-diagonal,encoded,minimax,fits.json,75,2.0,0.0,123.78787878787878,108.37142857142857,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,signed-normal,encoded,minimax,fits.json,91,2.0,0.0,123.78787878787878,99.2,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,arc,two-term-even,encoded,minimax,fits.json,107,0.5,0.0,123.78787878787878,95.37142857142857,0.0,1,672,21340,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,body-forward-affine,encoded,least-squares,fits.json,266,2.0,0.0,47.0,12.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,body-forward-affine,linear,least-squares,fits.json,378,2.0,0.0,47.0,10.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,body-forward-even-affine,encoded,least-squares,fits.json,282,2.0,0.0,47.0,4.0,0.0,1,48,7296,0,not closed,circular only
