comparator,profile,pose,part,family,space,objective,fitFile,fit,power,angleRadians,worstAbsoluteBin,shellZeroWorstAbsoluteBin,observedBarMaximum,effectiveTolerance,populatedBins,pixels,underpopulatedBins,outcome,domain
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,body-forward-even-affine,linear,minimax,fits.json,395,1.0,0.0,47.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,colour-gradient,encoded,minimax,fits.json,171,2.0,0.0,114.0,79.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,constant,encoded,least-squares,fits.json,10,2.0,0.0,114.0,74.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-add,encoded,minimax,fits.json,187,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-add,linear,minimax,fits.json,299,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-affine,encoded,minimax,fits.json,235,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-affine,linear,minimax,fits.json,347,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-even-affine,encoded,minimax,fits.json,251,0.5,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-even-affine,linear,minimax,fits.json,363,0.5,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-multiply,encoded,minimax,fits.json,203,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-multiply,linear,minimax,fits.json,315,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-screen,encoded,least-squares,fits.json,218,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,coverage-screen,linear,minimax,fits.json,331,2.0,0.0,59.0,2.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,even,encoded,least-squares,fits.json,26,4.0,0.0,114.0,83.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,gradient,encoded,least-squares,fits.json,154,2.0,0.0,114.0,83.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,isotropic-even,encoded,least-squares,fits.json,42,4.0,0.0,114.0,82.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,isotropic-two-axis,encoded,least-squares,fits.json,138,0.5,0.0,114.0,83.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,one-sided-diagonal,encoded,least-squares,fits.json,58,2.0,0.0,114.0,76.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,rotated-axis,encoded,least-squares,fits.json,122,0.5,1.5707963267948966,114.0,82.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,shipped-diagonal,encoded,least-squares,fits.json,74,2.0,0.0,114.0,75.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,signed-normal,encoded,least-squares,fits.json,90,2.0,0.0,114.0,75.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-dark-standard-glass0.5,rest,straight,two-term-even,encoded,least-squares,fits.json,106,4.0,0.0,114.0,82.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,body-forward-affine,encoded,least-squares,fits.json,268,2.0,0.0,15.176470588235293,15.176470588235293,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,body-forward-affine,linear,least-squares,fits.json,380,2.0,0.0,21.0,21.0,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,body-forward-even-affine,encoded,least-squares,fits.json,284,8.0,0.0,13.823529411764707,13.823529411764707,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,body-forward-even-affine,linear,least-squares,fits.json,396,8.0,0.0,20.866666666666667,20.866666666666667,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,colour-gradient,encoded,least-squares,fits.json,172,2.0,0.0,97.0,31.470588235294116,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,constant,encoded,least-squares,fits.json,12,2.0,0.0,97.0,32.78048780487805,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-add,encoded,least-squares,fits.json,188,2.0,0.0,79.0,21.555555555555557,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-add,linear,least-squares,fits.json,300,2.0,0.0,79.0,66.41176470588235,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-affine,encoded,least-squares,fits.json,236,2.0,0.0,79.0,19.0,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-affine,linear,minimax,fits.json,349,2.0,0.0,79.0,18.444444444444443,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-even-affine,encoded,least-squares,fits.json,252,0.5,0.0,79.0,28.333333333333332,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-even-affine,linear,minimax,fits.json,365,0.5,0.0,79.0,18.444444444444443,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-multiply,encoded,least-squares,fits.json,204,2.0,0.0,79.0,17.352941176470587,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-multiply,linear,least-squares,fits.json,316,2.0,0.0,79.0,17.529411764705884,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-screen,encoded,least-squares,fits.json,220,2.0,0.0,79.0,37.111111111111114,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,coverage-screen,linear,least-squares,fits.json,332,2.0,0.0,79.0,35.77777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,even,encoded,least-squares,fits.json,28,0.5,0.0,97.0,31.470588235294116,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,gradient,encoded,least-squares,fits.json,156,2.0,0.0,97.0,33.470588235294116,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,isotropic-even,encoded,minimax,fits.json,45,8.0,0.0,97.0,35.111111111111114,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,isotropic-two-axis,encoded,least-squares,fits.json,140,0.5,0.0,97.0,27.097560975609756,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,one-sided-diagonal,encoded,least-squares,fits.json,60,2.0,0.0,97.0,50.470588235294116,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,rotated-axis,encoded,minimax,fits.json,125,0.5,1.6144295580947547,97.0,32.926829268292686,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,shipped-diagonal,encoded,least-squares,fits.json,76,2.0,0.0,97.0,38.41463414634146,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,signed-normal,encoded,least-squares,fits.json,92,2.0,0.0,97.0,33.78048780487805,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,arc,two-term-even,encoded,least-squares,fits.json,108,8.0,0.0,97.0,27.975609756097562,0.0,1,672,21280,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,body-forward-affine,encoded,least-squares,fits.json,268,2.0,0.0,10.0,10.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,body-forward-affine,linear,least-squares,fits.json,380,2.0,0.0,21.0,21.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,body-forward-even-affine,encoded,least-squares,fits.json,284,8.0,0.0,11.0,11.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,body-forward-even-affine,linear,least-squares,fits.json,396,8.0,0.0,21.0,21.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,colour-gradient,encoded,least-squares,fits.json,172,2.0,0.0,97.0,21.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,constant,encoded,least-squares,fits.json,12,2.0,0.0,97.0,21.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-add,encoded,minimax,fits.json,189,2.0,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-add,linear,least-squares,fits.json,300,2.0,0.0,82.0,69.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-affine,encoded,minimax,fits.json,237,2.0,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-affine,linear,minimax,fits.json,349,2.0,0.0,80.0,13.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-even-affine,encoded,minimax,fits.json,253,0.5,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-even-affine,linear,minimax,fits.json,365,0.5,0.0,80.0,13.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-multiply,encoded,minimax,fits.json,205,2.0,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-multiply,linear,least-squares,fits.json,316,2.0,0.0,80.0,6.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-screen,encoded,minimax,fits.json,221,2.0,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,coverage-screen,linear,minimax,fits.json,333,2.0,0.0,79.0,36.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,even,encoded,least-squares,fits.json,28,0.5,0.0,97.0,43.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,gradient,encoded,least-squares,fits.json,156,2.0,0.0,97.0,19.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,isotropic-even,encoded,least-squares,fits.json,44,0.5,0.0,97.0,19.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,isotropic-two-axis,encoded,least-squares,fits.json,140,0.5,0.0,97.0,20.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,one-sided-diagonal,encoded,least-squares,fits.json,60,2.0,0.0,97.0,43.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,rotated-axis,encoded,least-squares,fits.json,124,0.5,0.0,97.0,19.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,shipped-diagonal,encoded,minimax,fits.json,77,2.0,0.0,97.0,19.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,signed-normal,encoded,least-squares,fits.json,92,2.0,0.0,97.0,21.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,inactive,straight,two-term-even,encoded,least-squares,fits.json,108,8.0,0.0,97.0,19.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,body-forward-affine,encoded,least-squares,fits.json,270,2.0,0.0,29.11111111111111,29.11111111111111,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,body-forward-affine,linear,least-squares,fits.json,382,2.0,0.0,31.833333333333332,31.833333333333332,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,body-forward-even-affine,encoded,least-squares,fits.json,286,4.0,0.0,26.25,9.0,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,body-forward-even-affine,linear,least-squares,fits.json,398,4.0,0.0,27.944444444444443,27.944444444444443,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,colour-gradient,encoded,least-squares,fits.json,174,2.0,0.0,120.06849315068493,39.44117647058823,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,constant,encoded,minimax,fits.json,15,2.0,0.0,120.06849315068493,34.6764705882353,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-add,encoded,least-squares,fits.json,190,2.0,0.0,102.375,38.833333333333336,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-add,linear,least-squares,fits.json,302,2.0,0.0,102.375,39.72222222222222,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-affine,encoded,least-squares,fits.json,238,2.0,0.0,102.375,32.0,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-affine,linear,least-squares,fits.json,350,2.0,0.0,102.375,32.77777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-even-affine,encoded,least-squares,fits.json,254,8.0,0.0,102.375,19.555555555555557,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-even-affine,linear,least-squares,fits.json,366,4.0,0.0,102.375,31.77777777777778,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-multiply,encoded,least-squares,fits.json,206,2.0,0.0,102.375,30.0,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-multiply,linear,least-squares,fits.json,318,2.0,0.0,102.375,30.88888888888889,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-screen,encoded,least-squares,fits.json,222,2.0,0.0,102.375,47.22222222222222,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,coverage-screen,linear,least-squares,fits.json,334,2.0,0.0,102.375,46.55555555555556,0.0,1,384,6712,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,even,encoded,least-squares,fits.json,30,8.0,0.0,120.06849315068493,30.5,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,gradient,encoded,least-squares,fits.json,158,2.0,0.0,120.06849315068493,33.6764705882353,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,isotropic-even,encoded,least-squares,fits.json,46,8.0,0.0,120.06849315068493,32.75609756097561,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,isotropic-two-axis,encoded,least-squares,fits.json,142,0.5,0.0,120.06849315068493,28.7,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,one-sided-diagonal,encoded,least-squares,fits.json,62,2.0,0.0,120.06849315068493,52.1764705882353,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,rotated-axis,encoded,least-squares,fits.json,126,8.0,3.097959422289935,120.06849315068493,34.048780487804876,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,shipped-diagonal,encoded,minimax,fits.json,79,2.0,0.0,120.06849315068493,36.23529411764706,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,signed-normal,encoded,least-squares,fits.json,94,2.0,0.0,120.06849315068493,38.1764705882353,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,arc,two-term-even,encoded,least-squares,fits.json,110,8.0,0.0,120.06849315068493,29.926829268292682,0.0,1,672,21256,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,body-forward-affine,encoded,least-squares,fits.json,270,2.0,0.0,38.0,5.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,body-forward-affine,linear,least-squares,fits.json,382,2.0,0.0,36.0,25.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,body-forward-even-affine,encoded,least-squares,fits.json,286,4.0,0.0,38.0,9.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,body-forward-even-affine,linear,least-squares,fits.json,398,4.0,0.0,36.0,25.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,colour-gradient,encoded,least-squares,fits.json,174,2.0,0.0,131.46153846153845,20.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,constant,encoded,minimax,fits.json,15,2.0,0.0,131.46153846153845,15.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-add,encoded,least-squares,fits.json,190,2.0,0.0,116.0,14.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-add,linear,minimax,fits.json,303,2.0,0.0,116.0,25.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-affine,encoded,least-squares,fits.json,238,2.0,0.0,116.0,12.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-affine,linear,least-squares,fits.json,350,2.0,0.0,116.0,20.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-even-affine,encoded,least-squares,fits.json,254,8.0,0.0,116.0,13.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-even-affine,linear,least-squares,fits.json,366,4.0,0.0,116.0,20.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-multiply,encoded,least-squares,fits.json,206,2.0,0.0,116.0,7.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-multiply,linear,least-squares,fits.json,318,2.0,0.0,116.0,7.223684210526316,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-screen,encoded,least-squares,fits.json,222,2.0,0.0,116.0,24.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,coverage-screen,linear,least-squares,fits.json,334,2.0,0.0,116.0,25.0,0.0,1,48,7296,0,not closed,circular only
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,even,encoded,least-squares,fits.json,30,8.0,0.0,131.46153846153845,32.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,gradient,encoded,least-squares,fits.json,158,2.0,0.0,131.46153846153845,20.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,isotropic-even,encoded,least-squares,fits.json,46,8.0,0.0,131.46153846153845,20.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,isotropic-two-axis,encoded,least-squares,fits.json,142,0.5,0.0,131.46153846153845,16.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,one-sided-diagonal,encoded,least-squares,fits.json,62,2.0,0.0,131.46153846153845,32.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,rotated-axis,encoded,least-squares,fits.json,126,8.0,3.097959422289935,131.46153846153845,20.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,shipped-diagonal,encoded,minimax,fits.json,79,2.0,0.0,131.46153846153845,13.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,signed-normal,encoded,least-squares,fits.json,94,2.0,0.0,131.46153846153845,18.0,0.0,1,84,8232,0,not closed,all shapes
no-glass,apple-macos-27.0-2x-light-standard-glass0.5,rest,straight,two-term-even,encoded,least-squares,fits.json,110,8.0,0.0,131.46153846153845,17.0,0.0,1,84,8232,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,colour-gradient,encoded,minimax,w33-web-fits.json,161,2.0,0.0,115.0,38.44444444444444,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,constant,encoded,minimax,w33-web-fits.json,1,2.0,0.0,115.0,72.77777777777777,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,even,encoded,minimax,w33-web-fits.json,17,0.5,0.0,115.0,73.22222222222223,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,gradient,encoded,minimax,w33-web-fits.json,145,2.0,0.0,115.0,68.25,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,isotropic-even,encoded,minimax,w33-web-fits.json,33,0.5,0.0,115.0,72.77777777777777,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,isotropic-two-axis,encoded,minimax,w33-web-fits.json,129,2.0,0.0,115.0,73.33333333333333,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,one-sided-diagonal,encoded,least-squares,w33-web-fits.json,48,2.0,0.0,132.55555555555554,132.55555555555554,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,rotated-axis,encoded,least-squares,w33-web-fits.json,112,8.0,0.8726646259971648,115.0,96.83333333333333,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,shipped-diagonal,encoded,minimax,w33-web-fits.json,65,2.0,0.0,115.0,77.6842105263158,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,signed-normal,encoded,minimax,w33-web-fits.json,81,2.0,0.0,115.0,72.66666666666667,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,arc,two-term-even,encoded,minimax,w33-web-fits.json,97,0.5,0.0,115.0,73.55555555555556,0.0,1,672,10744,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,colour-gradient,encoded,least-squares,w33-web-fits.json,160,2.0,0.0,116.0,39.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,constant,encoded,minimax,w33-web-fits.json,1,2.0,0.0,116.0,61.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,even,encoded,least-squares,w33-web-fits.json,16,0.5,0.0,121.0,121.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,gradient,encoded,least-squares,w33-web-fits.json,144,2.0,0.0,116.0,87.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,isotropic-even,encoded,minimax,w33-web-fits.json,33,0.5,0.0,116.0,61.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,isotropic-two-axis,encoded,minimax,w33-web-fits.json,129,2.0,0.0,116.0,62.0,0.0,1,84,4152,0,not closed,all shapes
shipped-web,apple-macos-27.0-1x-dark-standard-glass0.5,inactive,straight,one-sided-diagonal,encoded,least-squares,w33-web-fits.json,48,2.0,0.0,121.0,121.0,0.0,1,84,4152,0,not closed,all shapes
