stratum,part,family,space,bestValidationWorstBin,method,fit,shellZeroWorstBin,bar,tau,pixels,bins,underpopulated,status,domain
2x/dark/inactive,arc,coverage-screen,linear,46.111111111111114,least-squares,328,46.111111111111114,0.0,1,6752,384,0,not closed,circular only
2x/dark/inactive,arc,even,encoded,128.0,least-squares,24,106.76470588235294,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,gradient,encoded,128.0,least-squares,152,109.76470588235294,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,isotropic-even,encoded,128.0,least-squares,40,113.76470588235294,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,isotropic-two-axis,encoded,128.0,least-squares,136,100.05882352941177,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,one-sided-diagonal,encoded,143.76470588235293,least-squares,56,143.76470588235293,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,rotated-axis,encoded,128.0,least-squares,120,107.58823529411765,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,shipped-diagonal,encoded,128.0,least-squares,72,111.97058823529412,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,signed-normal,encoded,128.0,least-squares,88,110.76470588235294,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,arc,two-term-even,encoded,128.0,least-squares,104,100.05882352941177,0.0,1,21320,672,0,not closed,all shapes
2x/dark/inactive,straight,body-forward-affine,encoded,12.0,minimax,265,12.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,body-forward-affine,linear,38.0,minimax,377,38.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,body-forward-even-affine,encoded,12.0,minimax,281,12.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,body-forward-even-affine,linear,9.0,minimax,393,9.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,colour-gradient,encoded,128.0,least-squares,168,39.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,constant,encoded,128.0,least-squares,8,87.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,coverage-add,encoded,20.0,least-squares,184,12.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-add,linear,37.0,minimax,297,37.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-affine,encoded,23.0,least-squares,232,23.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-affine,linear,37.0,minimax,345,37.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-even-affine,encoded,24.0,least-squares,248,24.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-even-affine,linear,44.0,minimax,361,44.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-multiply,encoded,21.0,least-squares,200,21.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-multiply,linear,32.0,least-squares,312,32.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-screen,encoded,38.0,least-squares,216,38.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,coverage-screen,linear,38.0,least-squares,328,38.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/inactive,straight,even,encoded,128.0,least-squares,24,121.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,gradient,encoded,128.0,least-squares,152,88.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,isotropic-even,encoded,128.0,least-squares,40,86.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,isotropic-two-axis,encoded,128.0,least-squares,136,85.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,one-sided-diagonal,encoded,128.0,least-squares,56,121.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,rotated-axis,encoded,128.0,least-squares,120,87.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,shipped-diagonal,encoded,128.0,least-squares,72,89.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,signed-normal,encoded,128.0,least-squares,88,88.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/inactive,straight,two-term-even,encoded,128.0,least-squares,104,86.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,arc,body-forward-affine,encoded,45.333333333333336,least-squares,266,45.333333333333336,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,body-forward-affine,linear,37.55555555555556,minimax,379,37.55555555555556,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,body-forward-even-affine,encoded,31.0,least-squares,282,13.105263157894736,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,body-forward-even-affine,linear,31.25,least-squares,394,15.222222222222221,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,colour-gradient,encoded,123.78787878787878,least-squares,170,48.77777777777778,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,constant,encoded,123.78787878787878,minimax,11,103.65714285714286,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,coverage-add,encoded,49.611111111111114,least-squares,186,49.611111111111114,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-add,linear,50.333333333333336,least-squares,298,50.333333333333336,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-affine,encoded,44.625,least-squares,234,43.22222222222222,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-affine,linear,44.375,least-squares,346,44.27777777777778,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-even-affine,encoded,43.625,least-squares,250,20.77777777777778,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-even-affine,linear,47.77777777777778,least-squares,362,47.77777777777778,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-multiply,encoded,45.25,least-squares,202,43.611111111111114,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-multiply,linear,45.25,least-squares,314,43.94444444444444,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-screen,encoded,55.388888888888886,least-squares,218,55.388888888888886,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,coverage-screen,linear,54.44444444444444,least-squares,330,54.44444444444444,0.0,1,6712,384,0,not closed,circular only
2x/dark/active,arc,even,encoded,123.78787878787878,least-squares,26,97.45714285714286,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,gradient,encoded,123.78787878787878,least-squares,154,103.17142857142858,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,isotropic-even,encoded,123.78787878787878,least-squares,42,97.65714285714286,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,isotropic-two-axis,encoded,123.78787878787878,least-squares,138,93.91428571428571,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,one-sided-diagonal,encoded,142.65714285714284,least-squares,58,142.65714285714284,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,rotated-axis,encoded,123.78787878787878,least-squares,122,93.25714285714285,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,shipped-diagonal,encoded,123.78787878787878,minimax,75,108.37142857142857,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,signed-normal,encoded,123.78787878787878,minimax,91,99.2,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,arc,two-term-even,encoded,123.78787878787878,least-squares,106,97.54285714285714,0.0,1,21340,672,0,not closed,all shapes
2x/dark/active,straight,body-forward-affine,encoded,47.0,least-squares,266,12.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,body-forward-affine,linear,47.0,least-squares,378,10.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,body-forward-even-affine,encoded,47.0,least-squares,282,4.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,body-forward-even-affine,linear,47.0,least-squares,394,3.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,colour-gradient,encoded,114.0,least-squares,170,80.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,constant,encoded,114.0,least-squares,10,74.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,coverage-add,encoded,59.0,least-squares,186,7.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-add,linear,59.0,least-squares,298,32.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-affine,encoded,59.0,least-squares,234,16.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-affine,linear,59.0,least-squares,346,16.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-even-affine,encoded,59.0,least-squares,250,6.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-even-affine,linear,59.0,least-squares,362,18.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-multiply,encoded,59.0,least-squares,202,15.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-multiply,linear,59.0,least-squares,314,15.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-screen,encoded,59.0,least-squares,218,2.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,coverage-screen,linear,59.0,least-squares,330,32.0,0.0,1,7296,48,0,not closed,circular only
2x/dark/active,straight,even,encoded,114.0,least-squares,26,83.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,gradient,encoded,114.0,least-squares,154,83.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,isotropic-even,encoded,114.0,least-squares,42,82.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,isotropic-two-axis,encoded,114.0,least-squares,138,83.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,one-sided-diagonal,encoded,114.0,least-squares,58,76.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,rotated-axis,encoded,114.0,least-squares,122,82.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,shipped-diagonal,encoded,114.0,least-squares,74,75.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,signed-normal,encoded,114.0,least-squares,90,75.0,0.0,1,8232,84,0,not closed,all shapes
2x/dark/active,straight,two-term-even,encoded,114.0,least-squares,106,82.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,arc,body-forward-affine,encoded,15.176470588235293,least-squares,268,15.176470588235293,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,body-forward-affine,linear,21.0,least-squares,380,21.0,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,body-forward-even-affine,encoded,13.823529411764707,least-squares,284,13.823529411764707,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,body-forward-even-affine,linear,20.866666666666667,least-squares,396,20.866666666666667,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,colour-gradient,encoded,97.0,least-squares,172,31.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,constant,encoded,97.0,least-squares,12,32.78048780487805,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,coverage-add,encoded,79.0,least-squares,188,21.555555555555557,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-add,linear,79.0,least-squares,300,66.41176470588235,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-affine,encoded,79.0,least-squares,236,19.0,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-affine,linear,79.0,least-squares,348,29.555555555555557,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-even-affine,encoded,79.0,least-squares,252,28.333333333333332,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-even-affine,linear,79.0,least-squares,364,40.388888888888886,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-multiply,encoded,79.0,least-squares,204,17.352941176470587,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-multiply,linear,79.0,least-squares,316,17.529411764705884,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-screen,encoded,79.0,least-squares,220,37.111111111111114,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,coverage-screen,linear,79.0,least-squares,332,35.77777777777778,0.0,1,6712,384,0,not closed,circular only
2x/light/inactive,arc,even,encoded,97.0,least-squares,28,31.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,gradient,encoded,97.0,least-squares,156,33.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,isotropic-even,encoded,97.0,least-squares,44,36.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,isotropic-two-axis,encoded,97.0,least-squares,140,27.097560975609756,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,one-sided-diagonal,encoded,97.0,least-squares,60,50.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,rotated-axis,encoded,97.0,least-squares,124,36.470588235294116,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,shipped-diagonal,encoded,97.0,least-squares,76,38.41463414634146,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,signed-normal,encoded,97.0,least-squares,92,33.78048780487805,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,arc,two-term-even,encoded,97.0,least-squares,108,27.975609756097562,0.0,1,21280,672,0,not closed,all shapes
2x/light/inactive,straight,body-forward-affine,encoded,10.0,least-squares,268,10.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,body-forward-affine,linear,21.0,least-squares,380,21.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,body-forward-even-affine,encoded,11.0,least-squares,284,11.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,body-forward-even-affine,linear,21.0,least-squares,396,21.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,colour-gradient,encoded,97.0,least-squares,172,21.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,constant,encoded,97.0,least-squares,12,21.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,coverage-add,encoded,79.0,minimax,189,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-add,linear,82.0,least-squares,300,69.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-affine,encoded,79.0,minimax,237,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-affine,linear,80.0,least-squares,348,33.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-even-affine,encoded,79.0,minimax,253,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-even-affine,linear,80.0,least-squares,364,31.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-multiply,encoded,79.0,minimax,205,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-multiply,linear,80.0,least-squares,316,6.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-screen,encoded,79.0,minimax,221,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,coverage-screen,linear,79.0,minimax,333,36.0,0.0,1,7296,48,0,not closed,circular only
2x/light/inactive,straight,even,encoded,97.0,least-squares,28,43.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,gradient,encoded,97.0,least-squares,156,19.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,isotropic-even,encoded,97.0,least-squares,44,19.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,isotropic-two-axis,encoded,97.0,least-squares,140,20.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,one-sided-diagonal,encoded,97.0,least-squares,60,43.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,rotated-axis,encoded,97.0,least-squares,124,19.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,shipped-diagonal,encoded,97.0,least-squares,76,22.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,signed-normal,encoded,97.0,least-squares,92,21.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/inactive,straight,two-term-even,encoded,97.0,least-squares,108,19.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,arc,body-forward-affine,encoded,29.11111111111111,least-squares,270,29.11111111111111,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,body-forward-affine,linear,31.833333333333332,least-squares,382,31.833333333333332,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,body-forward-even-affine,encoded,26.25,least-squares,286,9.0,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,body-forward-even-affine,linear,27.944444444444443,least-squares,398,27.944444444444443,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,colour-gradient,encoded,120.06849315068493,least-squares,174,39.44117647058823,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,constant,encoded,120.06849315068493,least-squares,14,38.1764705882353,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,coverage-add,encoded,102.375,least-squares,190,38.833333333333336,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-add,linear,102.375,least-squares,302,39.72222222222222,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-affine,encoded,102.375,least-squares,238,32.0,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-affine,linear,102.375,least-squares,350,32.77777777777778,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-even-affine,encoded,102.375,least-squares,254,19.555555555555557,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-even-affine,linear,102.375,least-squares,366,31.77777777777778,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-multiply,encoded,102.375,least-squares,206,30.0,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-multiply,linear,102.375,least-squares,318,30.88888888888889,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-screen,encoded,102.375,least-squares,222,47.22222222222222,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,coverage-screen,linear,102.375,least-squares,334,46.55555555555556,0.0,1,6712,384,0,not closed,circular only
2x/light/active,arc,even,encoded,120.06849315068493,least-squares,30,30.5,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,gradient,encoded,120.06849315068493,least-squares,158,33.6764705882353,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,isotropic-even,encoded,120.06849315068493,least-squares,46,32.75609756097561,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,isotropic-two-axis,encoded,120.06849315068493,least-squares,142,28.7,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,one-sided-diagonal,encoded,120.06849315068493,least-squares,62,52.1764705882353,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,rotated-axis,encoded,120.06849315068493,least-squares,126,34.048780487804876,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,shipped-diagonal,encoded,120.06849315068493,least-squares,78,38.529411764705884,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,signed-normal,encoded,120.06849315068493,least-squares,94,38.1764705882353,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,arc,two-term-even,encoded,120.06849315068493,least-squares,110,29.926829268292682,0.0,1,21256,672,0,not closed,all shapes
2x/light/active,straight,body-forward-affine,encoded,38.0,least-squares,270,5.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,body-forward-affine,linear,36.0,least-squares,382,25.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,body-forward-even-affine,encoded,38.0,least-squares,286,9.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,body-forward-even-affine,linear,36.0,least-squares,398,25.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,colour-gradient,encoded,131.46153846153845,least-squares,174,20.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,constant,encoded,131.46153846153845,least-squares,14,18.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,coverage-add,encoded,116.0,least-squares,190,14.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-add,linear,116.0,minimax,303,25.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-affine,encoded,116.0,least-squares,238,12.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-affine,linear,116.0,least-squares,350,20.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-even-affine,encoded,116.0,least-squares,254,13.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-even-affine,linear,116.0,least-squares,366,20.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-multiply,encoded,116.0,least-squares,206,7.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-multiply,linear,116.0,least-squares,318,7.223684210526316,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-screen,encoded,116.0,least-squares,222,24.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,coverage-screen,linear,116.0,least-squares,334,25.0,0.0,1,7296,48,0,not closed,circular only
2x/light/active,straight,even,encoded,131.46153846153845,least-squares,30,32.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,gradient,encoded,131.46153846153845,least-squares,158,20.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,isotropic-even,encoded,131.46153846153845,least-squares,46,20.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,isotropic-two-axis,encoded,131.46153846153845,least-squares,142,16.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,one-sided-diagonal,encoded,131.46153846153845,least-squares,62,32.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,rotated-axis,encoded,131.46153846153845,least-squares,126,20.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,shipped-diagonal,encoded,131.46153846153845,least-squares,78,18.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,signed-normal,encoded,131.46153846153845,least-squares,94,18.0,0.0,1,8232,84,0,not closed,all shapes
2x/light/active,straight,two-term-even,encoded,131.46153846153845,least-squares,110,17.0,0.0,1,8232,84,0,not closed,all shapes
