== apple-macos-26.5-2x-dark-standard / webgpu / after   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w26/g2/cand/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
dark-solid__rrect-48__rest               calibration web     0.0117  0.0247  0.0131  0.0040  0.0135  0.0242  0.0258  0.0257  0.0263  0.0248  0.0131  0.0041  0.0131  0.0242  0.0263  0.0256  0.0260    6.57     WNW  0.152
dark-solid__rrect-64__rest               calibration native  0.0110  0.0265  0.0054  0.0013  0.0053  0.0252  0.0329  0.0345  0.0327  0.0265  0.0053  0.0012  0.0052  0.0252  0.0330  0.0338  0.0330   28.60      SE  0.035
dark-solid__rrect-64__rest               calibration web     0.0123  0.0291  0.0148  0.0040  0.0151  0.0283  0.0309  0.0324  0.0314  0.0291  0.0150  0.0042  0.0150  0.0284  0.0314  0.0319  0.0312    8.07      SE  0.124
dark-solid__rrect-80__rest               calibration native  0.0169  0.0349  0.0044  0.0016  0.0057  0.0330  0.0425  0.0431  0.0427  0.0349  0.0045  0.0015  0.0058  0.0330  0.0418  0.0435  0.0424   29.07      NW  0.034
dark-solid__rrect-80__rest               calibration web     0.0130  0.0360  0.0170  0.0050  0.0174  0.0352  0.0384  0.0406  0.0381  0.0361  0.0170  0.0048  0.0174  0.0352  0.0378  0.0411  0.0386    8.57      NW  0.117
dark-solid__rrect-ml__rest               calibration native  0.0130  0.0298  0.0041  0.0015  0.0051  0.0282  0.0375  0.0378  0.0383  0.0298  0.0040  0.0015  0.0051  0.0282  0.0376  0.0379  0.0386   25.65     NNW  0.039
dark-solid__rrect-ml__rest               calibration web     0.0130  0.0364  0.0174  0.0049  0.0175  0.0352  0.0398  0.0411  0.0400  0.0364  0.0174  0.0049  0.0175  0.0352  0.0399  0.0410  0.0401    8.35      SE  0.120
dark-solid__rrect-md-clear20__rest       calibration native  0.0144 -0.0027 -0.0027 -0.0027 -0.0027  0.0119  0.0201  0.0009  0.0009  0.0009  0.0009  0.0009  0.0190  0.0244 -0.0027 -0.0027 -0.0027     inf       W -0.109
dark-solid__rrect-md-clear20__rest       calibration web     0.0128 -0.0011 -0.0011 -0.0011 -0.0011  0.0185  0.0194  0.0002  0.0002  0.0002  0.0002  0.0002  0.0189  0.0236 -0.0011 -0.0011 -0.0011     inf       W -0.045

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/agent-a0b3ec5c627c98ae9/packages/calibration/results/2026-09-10-w26-heavy-width/g2/canonical-reads/apple-macos-26.5-2x-dark-standard-webgpu-after-angular.json
