== apple-macos-26.5-2x-dark-standard / webgpu / before   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/w24-g2/apps/reference-apple/fixtures captures=/Users/new/Developer/GitHub/designer/packages/calibration/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
dark-solid__capsule-button__rest         calibration native  0.0110  0.0256  0.0101  0.0022  0.0101  0.0227  0.0305  0.0333  0.0307  0.0256  0.0101  0.0021  0.0101  0.0227  0.0305  0.0333  0.0307   15.97      NW  0.063
dark-solid__capsule-button__rest         calibration web     0.0117  0.0248  0.0207  0.0198  0.0203  0.0216  0.0203  0.0198  0.0207  0.0248  0.0207  0.0198  0.0203  0.0216  0.0203  0.0198  0.0207    1.25       N  0.797
checkerboard__capsule-button__rest       calibration native  0.1074  0.4917  0.5929 -0.0412  0.8169  0.8343  0.0600  0.0648  0.2390  0.4607  0.8345  0.8489  0.8572  0.1971  0.2623  0.8661  0.4070     inf      NW -0.048
checkerboard__capsule-button__rest       calibration web     0.0686  0.5357  0.6263  0.0222  0.8572  0.8652  0.0159  0.0278  0.1876  0.4662  0.8770  0.8874  0.8933  0.1948  0.2218  0.9049  0.4172   56.75      NW  0.018
impulse__capsule-button__rest            validation  native  0.0067  0.0191  0.0064  0.0012  0.0065  0.0203  0.0227  0.0231  0.0211  0.0179  0.0064  0.0012  0.0079  0.0194  0.0210  0.0231  0.0211   19.11      SE  0.052
impulse__capsule-button__rest            validation  web     0.0034  0.0245  0.0194  0.0185  0.0189  0.0198  0.0190  0.0185  0.0194  0.0245  0.0194  0.0185  0.0189  0.0198  0.0190  0.0185  0.0194    1.32       N  0.757
photo__capsule-button__rest              calibration native  0.0966  0.1297  0.1413  0.2799  0.3651  0.3881  0.3388  0.4156  0.3291  0.1327  0.1045  0.0986  0.1060  0.1256  0.1533  0.1499  0.1465    4.21      SE  0.237
photo__capsule-button__rest              calibration web     0.0527  0.1126  0.1714  0.3275  0.4111  0.4319  0.3830  0.4594  0.3704  0.1413  0.1488  0.1424  0.1488  0.1302  0.1213  0.0961  0.0962    4.78      SE  0.209
dark-solid__rrect-md__rest               calibration native  0.0153  0.0328  0.0047  0.0016  0.0059  0.0312  0.0418  0.0408  0.0420  0.0328  0.0047  0.0016  0.0059  0.0312  0.0418  0.0408  0.0420   25.86     NNW  0.039
dark-solid__rrect-md__rest               calibration web     0.0130  0.0361  0.0291  0.0308  0.0291  0.0352  0.0292  0.0300  0.0294  0.0360  0.0289  0.0306  0.0291  0.0352  0.0292  0.0302  0.0295    1.25       N  0.802
checkerboard__rrect-md__rest             calibration native  0.0475  0.4731  0.8731  0.2652  0.2446  0.4631  0.6696  0.8008  0.7881  0.4358  0.0055  0.0036  0.4389  0.5298  0.8488  0.7291  0.1191  242.02     NNE  0.004
checkerboard__rrect-md__rest             calibration web     0.0478  0.4805  0.8686  0.3269  0.2851  0.4274  0.6640  0.8007  0.7884  0.4379  0.0821  0.0926  0.4652  0.5550  0.8463  0.7107  0.0638   13.61     NNE  0.073
photo__rrect-md__rest                    calibration native  0.0470  0.0928  0.0811  0.1794  0.2355  0.3680  0.2517  0.1858  0.1805  0.1236  0.1394  0.1466  0.1888  0.1032  0.1021  0.1083  0.1078    4.54       E  0.220
photo__rrect-md__rest                    calibration web     0.0391  0.0785  0.1140  0.1836  0.2400  0.3694  0.2262  0.1291  0.1361  0.1255  0.1448  0.1519  0.1931  0.1012  0.0674  0.0736  0.0648    5.70       E  0.175
photo__rrect-lg__rest                    holdout     native  0.0455  0.0810  0.0954  0.1563  0.1427  0.2812  0.1959  0.1557  0.1569  0.0971  0.1233  0.1215  0.1284  0.2301  0.1028  0.0817  0.0698    4.03       E  0.248
photo__rrect-lg__rest                    holdout     web     0.0405  0.0787  0.1352  0.1660  0.1571  0.2978  0.1811  0.1292  0.1378  0.1062  0.1377  0.1316  0.1374  0.2465  0.0817  0.0657  0.0521    5.72       E  0.175
mid-dark-solid__capsule-button__rest     holdout     native  0.0285  0.0531  0.0320  0.0293  0.0324  0.0521  0.0666  0.0711  0.0662  0.0529  0.0315  0.0293  0.0323  0.0521  0.0667  0.0712  0.0665    2.43      NW  0.411
mid-dark-solid__capsule-button__rest     holdout     web     0.0285  0.0599  0.0568  0.0567  0.0562  0.0585  0.0558  0.0567  0.0562  0.0599  0.0566  0.0567  0.0559  0.0585  0.0560  0.0567  0.0564    1.07       N  0.932
