== apple-macos-26.5-1x-light-standard / webgpu / after   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/w24-g2/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w24/g2/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
checkerboard__capsule-button__rest-tint-blue validation  web     0.2045  0.3984  0.4711 -0.0057  0.5973  0.5973  0.1261  0.1573  0.2135  0.3544  0.5247  0.5777  0.5986  0.1097  0.1545  0.6602  0.2890     inf      NW -0.009
photo__rrect-md__rest-tint-orange        validation  native  0.3607  0.1490  0.0213  0.0188  0.0320  0.1748  0.1896  0.1946  0.1847  0.1548  0.0141  0.0087  0.0279  0.1505  0.1412  0.1447  0.1359   22.44      SE  0.045
photo__rrect-md__rest-tint-orange        validation  web     0.3627  0.1200  0.0573  0.0199  0.0614  0.1334  0.1367  0.1358  0.1292  0.1240  0.0569  0.0060  0.0596  0.1175  0.1151  0.0982  0.1120   22.95     ESE  0.044
hc-text__capsule-button__rest-tint-orange holdout     native  0.3616  0.5187  0.5209  0.5042  0.4896  0.2467  0.4324  0.1806  0.3994  0.3921  0.3994  0.1186  0.4227  0.2343  0.3591  0.3303  0.5209    4.39     NNW  0.228
hc-text__capsule-button__rest-tint-orange holdout     web     0.3825  0.4972  0.4940  0.4819  0.4669  0.2052  0.4136  0.1678  0.3833  0.3777  0.3831  0.1093  0.4045  0.2001  0.3367  0.3242  0.4942    4.55       N  0.220
photo__rrect-lg__rest-tint-orange        holdout     native  0.3648  0.1461  0.0263  0.0239  0.0351  0.1643  0.1990  0.1760  0.1850  0.1522  0.0250  0.0141  0.0253  0.1514  0.1584  0.1480  0.1435   14.10     ESE  0.071
photo__rrect-lg__rest-tint-orange        holdout     web     0.3633  0.1224  0.0522  0.0239  0.0556  0.1218  0.1355  0.1221  0.1184  0.1227  0.0499  0.0022  0.0461  0.1207  0.1088  0.1170  0.1006   62.68     ESE  0.016
dark-solid__capsule-button__rest-tint-blue holdout     native  0.2351  0.1409  0.0348  0.0101  0.0259  0.0924  0.0869  0.1231  0.0995  0.1410  0.0338  0.0099  0.0267  0.0917  0.0832  0.1290  0.0956   14.21       S  0.070
dark-solid__capsule-button__rest-tint-blue holdout     web     0.2380  0.1571  0.0379  0.0125  0.0371  0.1161  0.1292  0.1575  0.1308  0.1572  0.0382  0.0126  0.0382  0.1154  0.1253  0.1608  0.1246   12.83      NW  0.078

-> /Users/new/Developer/GitHub/designer/.claude/worktrees/w24-g2/packages/calibration/results/2026-09-09-w24-lit-edge/g2/canonical-reads/apple-macos-26.5-1x-light-standard-webgpu-after-angular.json
