== apple-macos-26.5-1x-light-standard / css / after   fixtures=/Users/new/Developer/GitHub/designer/.claude/worktrees/w24-g2/apps/reference-apple/fixtures captures=/Users/new/.claude/jobs/5c70e47f/tmp/w24/g2/web-captures
   window: 1.0 CSS px outside … 4.0 CSS px inside, erode 6.0, bins 16 × 22.5° centred on the compass
scene                                    set         src       body       N     NNE      NE     ENE       E     ESE      SE     SSE       S     SSW      SW     WSW       W     WNW      NW     NNW   ratio  bright  floor
light-solid__capsule-button__rest        calibration native  0.9668  0.0332  0.0330  0.0332  0.0328  0.0332  0.0330  0.0325  0.0330  0.0332  0.0330  0.0325  0.0330  0.0332  0.0328  0.0332  0.0328    1.02       N  0.979
light-solid__capsule-button__rest        calibration web     0.9666  0.0077  0.0051  0.0007  0.0021  0.0005  0.0007  0.0000  0.0010  0.0074  0.0050  0.0000  0.0029  0.0042  0.0028  0.0000  0.0063 1022.49       N  0.001
dark-solid__capsule-button__rest         calibration native  0.0110  0.0192  0.0070  0.0019  0.0067  0.0182  0.0189  0.0203  0.0199  0.0192  0.0070  0.0017  0.0064  0.0181  0.0193  0.0208  0.0196   12.38      NW  0.081
dark-solid__capsule-button__rest         calibration web     0.0117  0.0036  0.0026  0.0027  0.0025  0.0004  0.0005  0.0001  0.0005  0.0033  0.0024  0.0028  0.0027  0.0033  0.0027  0.0029  0.0027   63.78       N  0.016
checkerboard__capsule-button__rest       calibration native  0.6133  0.2275  0.1686 -0.1277  0.2177  0.2090  0.0121  0.1762  0.1806  0.2166  0.2163  0.2119  0.2216  0.2101  0.2255  0.2882  0.2354     inf      NW -0.443
checkerboard__capsule-button__rest       calibration web     0.6787  0.0797  0.1590 -0.0202  0.1732  0.1488 -0.1407 -0.1463  0.1282  0.1461  0.1083  0.1907  0.2012 -0.0691 -0.0677  0.2230  0.0198     inf      NW -0.656
impulse__capsule-button__rest            validation  native  0.0066  0.0139  0.0029  0.0002  0.0023  0.0115  0.0099  0.0098  0.0105  0.0129  0.0028  0.0002  0.0026  0.0113  0.0092  0.0099  0.0100   85.88       N  0.012
impulse__capsule-button__rest            validation  web     0.0037  0.0023  0.0012  0.0016  0.0014  0.0002  0.0002  0.0000  0.0003  0.0022  0.0013  0.0016  0.0012  0.0018  0.0013  0.0018  0.0013   78.87       N  0.013
photo__capsule-button__rest              calibration native  0.5766  0.1329  0.0910  0.0810  0.0949  0.1334  0.1277  0.1419  0.1379  0.1311  0.0607  0.0401  0.0584  0.1022  0.0964  0.1123  0.0926    3.54      SE  0.283
photo__capsule-button__rest              calibration web     0.6204  0.0831  0.0643  0.1179  0.1358  0.1100  0.1060  0.1222  0.1047  0.0891  0.0461  0.0550  0.0404  0.0584  0.0347  0.0341  0.0198    6.86     ENE  0.146
